,Date,unique_id,visits,CPI,Inflation_Rate,GDP,static_1,static_2,static_3,static_4
5483,1999-03-01,ADBHol,85.3565001,68.4,0.015,389652000000.0,A,D,B,Hol
5484,1999-04-01,ADBHol,134.7645111,68.4,0.015,389652000000.0,A,D,B,Hol
5485,1999-05-01,ADBHol,38.3107215,68.4,0.015,389652000000.0,A,D,B,Hol
5486,1999-06-01,ADBHol,87.5012185,68.4,0.015,389652000000.0,A,D,B,Hol
5487,1999-07-01,ADBHol,75.7483825,68.4,0.015,389652000000.0,A,D,B,Hol
5488,1999-08-01,ADBHol,60.6443948,68.4,0.015,389652000000.0,A,D,B,Hol
5489,1999-09-01,ADBHol,43.4408914,68.4,0.015,389652000000.0,A,D,B,Hol
5490,1999-10-01,ADBHol,69.1175875,68.4,0.015,389652000000.0,A,D,B,Hol
5491,1999-11-01,ADBHol,29.1928658,68.4,0.015,389652000000.0,A,D,B,Hol
5492,1999-12-01,ADBHol,73.8402595,68.4,0.015,389652000000.0,A,D,B,Hol
5493,2000-01-01,ADBHol,134.9716629,71.5,0.045,416168000000.0,A,D,B,Hol
5494,2000-02-01,ADBHol,124.1507684,71.5,0.045,416168000000.0,A,D,B,Hol
5495,2000-03-01,ADBHol,22.6055625,71.5,0.045,416168000000.0,A,D,B,Hol
5496,2000-04-01,ADBHol,202.957407,71.5,0.045,416168000000.0,A,D,B,Hol
5497,2000-05-01,ADBHol,168.7802774,71.5,0.045,416168000000.0,A,D,B,Hol
5498,2000-06-01,ADBHol,23.3006938,71.5,0.045,416168000000.0,A,D,B,Hol
5499,2000-07-01,ADBHol,76.8832439,71.5,0.045,416168000000.0,A,D,B,Hol
5500,2000-08-01,ADBHol,48.1799908,71.5,0.045,416168000000.0,A,D,B,Hol
5501,2000-09-01,ADBHol,93.9292498,71.5,0.045,416168000000.0,A,D,B,Hol
5502,2000-10-01,ADBHol,130.1035378,71.5,0.045,416168000000.0,A,D,B,Hol
5503,2000-11-01,ADBHol,53.2426452,71.5,0.045,416168000000.0,A,D,B,Hol
5504,2000-12-01,ADBHol,24.9917158,71.5,0.045,416168000000.0,A,D,B,Hol
5505,2001-01-01,ADBHol,155.3440527,74.6,0.044,379629000000.0,A,D,B,Hol
5506,2001-02-01,ADBHol,55.180271,74.6,0.044,379629000000.0,A,D,B,Hol
5507,2001-03-01,ADBHol,11.7228474,74.6,0.044,379629000000.0,A,D,B,Hol
5508,2001-04-01,ADBHol,97.9034707,74.6,0.044,379629000000.0,A,D,B,Hol
5509,2001-05-01,ADBHol,77.260562,74.6,0.044,379629000000.0,A,D,B,Hol
5510,2001-06-01,ADBHol,30.8942546,74.6,0.044,379629000000.0,A,D,B,Hol
5511,2001-07-01,ADBHol,29.5769694,74.6,0.044,379629000000.0,A,D,B,Hol
5512,2001-08-01,ADBHol,76.4062612,74.6,0.044,379629000000.0,A,D,B,Hol
5513,2001-09-01,ADBHol,85.9699011,74.6,0.044,379629000000.0,A,D,B,Hol
5514,2001-10-01,ADBHol,85.8812399,74.6,0.044,379629000000.0,A,D,B,Hol
5515,2001-11-01,ADBHol,64.4171633,74.6,0.044,379629000000.0,A,D,B,Hol
5516,2001-12-01,ADBHol,43.3310245,74.6,0.044,379629000000.0,A,D,B,Hol
5517,2002-01-01,ADBHol,74.3335685,76.9,0.03,395789000000.0,A,D,B,Hol
5518,2002-02-01,ADBHol,60.4987389,76.9,0.03,395789000000.0,A,D,B,Hol
5519,2002-03-01,ADBHol,61.7323247,76.9,0.03,395789000000.0,A,D,B,Hol
5520,2002-04-01,ADBHol,105.3192145,76.9,0.03,395789000000.0,A,D,B,Hol
5521,2002-05-01,ADBHol,42.1008964,76.9,0.03,395789000000.0,A,D,B,Hol
5522,2002-06-01,ADBHol,90.8959166,76.9,0.03,395789000000.0,A,D,B,Hol
5523,2002-07-01,ADBHol,65.4139054,76.9,0.03,395789000000.0,A,D,B,Hol
5524,2002-08-01,ADBHol,24.8877648,76.9,0.03,395789000000.0,A,D,B,Hol
5525,2002-09-01,ADBHol,51.6164105,76.9,0.03,395789000000.0,A,D,B,Hol
5526,2002-10-01,ADBHol,106.8293694,76.9,0.03,395789000000.0,A,D,B,Hol
5527,2002-11-01,ADBHol,49.4248329,76.9,0.03,395789000000.0,A,D,B,Hol
5528,2002-12-01,ADBHol,27.0372003,76.9,0.03,395789000000.0,A,D,B,Hol
5529,2003-01-01,ADBHol,102.5832662,78.9,0.027,467739000000.0,A,D,B,Hol
5530,2003-02-01,ADBHol,5.1786992,78.9,0.027,467739000000.0,A,D,B,Hol
5531,2003-03-01,ADBHol,28.2902679,78.9,0.027,467739000000.0,A,D,B,Hol
5532,2003-04-01,ADBHol,105.3642861,78.9,0.027,467739000000.0,A,D,B,Hol
5533,2003-05-01,ADBHol,43.4959543,78.9,0.027,467739000000.0,A,D,B,Hol
5534,2003-06-01,ADBHol,88.3786002,78.9,0.027,467739000000.0,A,D,B,Hol
5535,2003-07-01,ADBHol,103.9009319,78.9,0.027,467739000000.0,A,D,B,Hol
5536,2003-08-01,ADBHol,58.7656292,78.9,0.027,467739000000.0,A,D,B,Hol
5537,2003-09-01,ADBHol,84.2771076,78.9,0.027,467739000000.0,A,D,B,Hol
5538,2003-10-01,ADBHol,129.1691129,78.9,0.027,467739000000.0,A,D,B,Hol
5539,2003-11-01,ADBHol,26.7479778,78.9,0.027,467739000000.0,A,D,B,Hol
5540,2003-12-01,ADBHol,42.029547,78.9,0.027,467739000000.0,A,D,B,Hol
5541,2004-01-01,ADBHol,90.5369947,80.8,0.023,614660000000.0,A,D,B,Hol
5542,2004-02-01,ADBHol,99.0797671,80.8,0.023,614660000000.0,A,D,B,Hol
5543,2004-03-01,ADBHol,28.2219224,80.8,0.023,614660000000.0,A,D,B,Hol
5544,2004-04-01,ADBHol,113.1815775,80.8,0.023,614660000000.0,A,D,B,Hol
5545,2004-05-01,ADBHol,27.4045155,80.8,0.023,614660000000.0,A,D,B,Hol
5546,2004-06-01,ADBHol,60.1494607,80.8,0.023,614660000000.0,A,D,B,Hol
5547,2004-07-01,ADBHol,57.1147142,80.8,0.023,614660000000.0,A,D,B,Hol
5548,2004-08-01,ADBHol,81.5011786,80.8,0.023,614660000000.0,A,D,B,Hol
5549,2004-09-01,ADBHol,62.0605755,80.8,0.023,614660000000.0,A,D,B,Hol
5550,2004-10-01,ADBHol,54.0803402,80.8,0.023,614660000000.0,A,D,B,Hol
5551,2004-11-01,ADBHol,103.5343185,80.8,0.023,614660000000.0,A,D,B,Hol
5552,2004-12-01,ADBHol,8.0471859,80.8,0.023,614660000000.0,A,D,B,Hol
5553,2005-01-01,ADBHol,40.1877733,83.0,0.027,695693000000.0,A,D,B,Hol
5554,2005-02-01,ADBHol,47.0854759,83.0,0.027,695693000000.0,A,D,B,Hol
5555,2005-03-01,ADBHol,68.1665275,83.0,0.027,695693000000.0,A,D,B,Hol
5556,2005-04-01,ADBHol,122.2987113,83.0,0.027,695693000000.0,A,D,B,Hol
5557,2005-05-01,ADBHol,60.6740462,83.0,0.027,695693000000.0,A,D,B,Hol
5558,2005-06-01,ADBHol,64.6352514,83.0,0.027,695693000000.0,A,D,B,Hol
5559,2005-07-01,ADBHol,17.8664553,83.0,0.027,695693000000.0,A,D,B,Hol
5560,2005-08-01,ADBHol,18.7564395,83.0,0.027,695693000000.0,A,D,B,Hol
5561,2005-09-01,ADBHol,30.9414693,83.0,0.027,695693000000.0,A,D,B,Hol
5562,2005-10-01,ADBHol,84.9985726,83.0,0.027,695693000000.0,A,D,B,Hol
5563,2005-11-01,ADBHol,124.1135443,83.0,0.027,695693000000.0,A,D,B,Hol
5564,2005-12-01,ADBHol,39.1197408,83.0,0.027,695693000000.0,A,D,B,Hol
5565,2006-01-01,ADBHol,89.961396,85.9,0.036,748418000000.0,A,D,B,Hol
5566,2006-02-01,ADBHol,33.897052,85.9,0.036,748418000000.0,A,D,B,Hol
5567,2006-03-01,ADBHol,38.730564,85.9,0.036,748418000000.0,A,D,B,Hol
5568,2006-04-01,ADBHol,63.982145,85.9,0.036,748418000000.0,A,D,B,Hol
5569,2006-05-01,ADBHol,46.890106,85.9,0.036,748418000000.0,A,D,B,Hol
5570,2006-06-01,ADBHol,52.50108,85.9,0.036,748418000000.0,A,D,B,Hol
5571,2006-07-01,ADBHol,21.941085,85.9,0.036,748418000000.0,A,D,B,Hol
5572,2006-08-01,ADBHol,69.14723,85.9,0.036,748418000000.0,A,D,B,Hol
5573,2006-09-01,ADBHol,32.611736,85.9,0.036,748418000000.0,A,D,B,Hol
5574,2006-10-01,ADBHol,49.973063,85.9,0.036,748418000000.0,A,D,B,Hol
5575,2006-11-01,ADBHol,32.574479,85.9,0.036,748418000000.0,A,D,B,Hol
5576,2006-12-01,ADBHol,53.442681,85.9,0.036,748418000000.0,A,D,B,Hol
5577,2007-01-01,ADBHol,117.7375825,87.9,0.023,855007000000.0,A,D,B,Hol
5578,2007-02-01,ADBHol,67.2335548,87.9,0.023,855007000000.0,A,D,B,Hol
5579,2007-03-01,ADBHol,87.7728277,87.9,0.023,855007000000.0,A,D,B,Hol
5580,2007-04-01,ADBHol,140.6122846,87.9,0.023,855007000000.0,A,D,B,Hol
5581,2007-05-01,ADBHol,30.49247,87.9,0.023,855007000000.0,A,D,B,Hol
5582,2007-06-01,ADBHol,69.936487,87.9,0.023,855007000000.0,A,D,B,Hol
5583,2007-07-01,ADBHol,60.5237013,87.9,0.023,855007000000.0,A,D,B,Hol
5584,2007-08-01,ADBHol,51.6274969,87.9,0.023,855007000000.0,A,D,B,Hol
5585,2007-09-01,ADBHol,87.6611699,87.9,0.023,855007000000.0,A,D,B,Hol
5586,2007-10-01,ADBHol,94.473275,87.9,0.023,855007000000.0,A,D,B,Hol
5587,2007-11-01,ADBHol,97.7173314,87.9,0.023,855007000000.0,A,D,B,Hol
5588,2007-12-01,ADBHol,64.2768304,87.9,0.023,855007000000.0,A,D,B,Hol
5589,2008-01-01,ADBHol,193.8144268,91.8,0.044,1056110000000.0,A,D,B,Hol
5590,2008-02-01,ADBHol,32.2802878,91.8,0.044,1056110000000.0,A,D,B,Hol
5591,2008-03-01,ADBHol,81.9114351,91.8,0.044,1056110000000.0,A,D,B,Hol
5592,2008-04-01,ADBHol,79.6988107,91.8,0.044,1056110000000.0,A,D,B,Hol
5593,2008-05-01,ADBHol,31.2342249,91.8,0.044,1056110000000.0,A,D,B,Hol
5594,2008-06-01,ADBHol,49.3399083,91.8,0.044,1056110000000.0,A,D,B,Hol
5595,2008-07-01,ADBHol,97.294391,91.8,0.044,1056110000000.0,A,D,B,Hol
5596,2008-08-01,ADBHol,36.9574286,91.8,0.044,1056110000000.0,A,D,B,Hol
5597,2008-09-01,ADBHol,70.2252752,91.8,0.044,1056110000000.0,A,D,B,Hol
5598,2008-10-01,ADBHol,94.0472245,91.8,0.044,1056110000000.0,A,D,B,Hol
5599,2008-11-01,ADBHol,129.3124534,91.8,0.044,1056110000000.0,A,D,B,Hol
5600,2008-12-01,ADBHol,25.1480717,91.8,0.044,1056110000000.0,A,D,B,Hol
5601,2009-01-01,ADBHol,64.4946786,93.4,0.018,928762000000.0,A,D,B,Hol
5602,2009-02-01,ADBHol,28.9895179,93.4,0.018,928762000000.0,A,D,B,Hol
5603,2009-03-01,ADBHol,43.0219715,93.4,0.018,928762000000.0,A,D,B,Hol
5604,2009-04-01,ADBHol,94.9375716,93.4,0.018,928762000000.0,A,D,B,Hol
5605,2009-05-01,ADBHol,77.0777245,93.4,0.018,928762000000.0,A,D,B,Hol
5606,2009-06-01,ADBHol,80.3562343,93.4,0.018,928762000000.0,A,D,B,Hol
5607,2009-07-01,ADBHol,20.2736905,93.4,0.018,928762000000.0,A,D,B,Hol
5608,2009-08-01,ADBHol,31.9388918,93.4,0.018,928762000000.0,A,D,B,Hol
5609,2009-09-01,ADBHol,108.5589132,93.4,0.018,928762000000.0,A,D,B,Hol
5610,2009-10-01,ADBHol,108.3823326,93.4,0.018,928762000000.0,A,D,B,Hol
5611,2009-11-01,ADBHol,119.3927836,93.4,0.018,928762000000.0,A,D,B,Hol
5612,2009-12-01,ADBHol,50.8183917,93.4,0.018,928762000000.0,A,D,B,Hol
5613,2010-01-01,ADBHol,120.1570909,96.1,0.029,1148890000000.0,A,D,B,Hol
5614,2010-02-01,ADBHol,40.0910153,96.1,0.029,1148890000000.0,A,D,B,Hol
5615,2010-03-01,ADBHol,75.4305185,96.1,0.029,1148890000000.0,A,D,B,Hol
5616,2010-04-01,ADBHol,147.9451055,96.1,0.029,1148890000000.0,A,D,B,Hol
5617,2010-05-01,ADBHol,40.8036165,96.1,0.029,1148890000000.0,A,D,B,Hol
5618,2010-06-01,ADBHol,93.2557862,96.1,0.029,1148890000000.0,A,D,B,Hol
5619,2010-07-01,ADBHol,108.6560641,96.1,0.029,1148890000000.0,A,D,B,Hol
5620,2010-08-01,ADBHol,45.692732,96.1,0.029,1148890000000.0,A,D,B,Hol
5621,2010-09-01,ADBHol,73.4332945,96.1,0.029,1148890000000.0,A,D,B,Hol
5622,2010-10-01,ADBHol,63.9320209,96.1,0.029,1148890000000.0,A,D,B,Hol
5623,2010-11-01,ADBHol,70.9181599,96.1,0.029,1148890000000.0,A,D,B,Hol
5624,2010-12-01,ADBHol,89.6903273,96.1,0.029,1148890000000.0,A,D,B,Hol
5625,2011-01-01,ADBHol,179.5254676,99.3,0.033,1398700000000.0,A,D,B,Hol
5626,2011-02-01,ADBHol,68.7761862,99.3,0.033,1398700000000.0,A,D,B,Hol
5627,2011-03-01,ADBHol,73.9547574,99.3,0.033,1398700000000.0,A,D,B,Hol
5628,2011-04-01,ADBHol,89.9264523,99.3,0.033,1398700000000.0,A,D,B,Hol
5629,2011-05-01,ADBHol,77.5311236,99.3,0.033,1398700000000.0,A,D,B,Hol
5630,2011-06-01,ADBHol,51.760487,99.3,0.033,1398700000000.0,A,D,B,Hol
5631,2011-07-01,ADBHol,68.4797251,99.3,0.033,1398700000000.0,A,D,B,Hol
5632,2011-08-01,ADBHol,56.9559049,99.3,0.033,1398700000000.0,A,D,B,Hol
5633,2011-09-01,ADBHol,55.1138972,99.3,0.033,1398700000000.0,A,D,B,Hol
5634,2011-10-01,ADBHol,77.3563654,99.3,0.033,1398700000000.0,A,D,B,Hol
5635,2011-11-01,ADBHol,73.8646263,99.3,0.033,1398700000000.0,A,D,B,Hol
5636,2011-12-01,ADBHol,48.0299105,99.3,0.033,1398700000000.0,A,D,B,Hol
5637,2012-01-01,ADBHol,152.3637543,101.0,0.018,1547650000000.0,A,D,B,Hol
5638,2012-02-01,ADBHol,51.6324447,101.0,0.018,1547650000000.0,A,D,B,Hol
5639,2012-03-01,ADBHol,70.4275057,101.0,0.018,1547650000000.0,A,D,B,Hol
5640,2012-04-01,ADBHol,172.1535508,101.0,0.018,1547650000000.0,A,D,B,Hol
5641,2012-05-01,ADBHol,24.4217399,101.0,0.018,1547650000000.0,A,D,B,Hol
5642,2012-06-01,ADBHol,46.8368835,101.0,0.018,1547650000000.0,A,D,B,Hol
5643,2012-07-01,ADBHol,93.6321772,101.0,0.018,1547650000000.0,A,D,B,Hol
5644,2012-08-01,ADBHol,55.6687474,101.0,0.018,1547650000000.0,A,D,B,Hol
5645,2012-09-01,ADBHol,121.9911489,101.0,0.018,1547650000000.0,A,D,B,Hol
5646,2012-10-01,ADBHol,100.5318191,101.0,0.018,1547650000000.0,A,D,B,Hol
5647,2012-11-01,ADBHol,100.9448068,101.0,0.018,1547650000000.0,A,D,B,Hol
5648,2012-12-01,ADBHol,138.6922736,101.0,0.018,1547650000000.0,A,D,B,Hol
5649,2013-01-01,ADBHol,355.354679,103.5,0.024,1577300000000.0,A,D,B,Hol
5650,2013-02-01,ADBHol,28.2335089,103.5,0.024,1577300000000.0,A,D,B,Hol
5651,2013-03-01,ADBHol,55.8214589,103.5,0.024,1577300000000.0,A,D,B,Hol
5652,2013-04-01,ADBHol,57.8263087,103.5,0.024,1577300000000.0,A,D,B,Hol
5653,2013-05-01,ADBHol,42.6915668,103.5,0.024,1577300000000.0,A,D,B,Hol
5654,2013-06-01,ADBHol,49.6359253,103.5,0.024,1577300000000.0,A,D,B,Hol
5655,2013-07-01,ADBHol,122.4389573,103.5,0.024,1577300000000.0,A,D,B,Hol
5656,2013-08-01,ADBHol,29.6434172,103.5,0.024,1577300000000.0,A,D,B,Hol
5657,2013-09-01,ADBHol,66.095599,103.5,0.024,1577300000000.0,A,D,B,Hol
5658,2013-10-01,ADBHol,66.9969196,103.5,0.024,1577300000000.0,A,D,B,Hol
5659,2013-11-01,ADBHol,68.0166745,103.5,0.024,1577300000000.0,A,D,B,Hol
5660,2013-12-01,ADBHol,98.1832515,103.5,0.024,1577300000000.0,A,D,B,Hol
5661,2014-01-01,ADBHol,132.8463872,106.1,0.025,1468600000000.0,A,D,B,Hol
5662,2014-02-01,ADBHol,81.5852502,106.1,0.025,1468600000000.0,A,D,B,Hol
5663,2014-03-01,ADBHol,117.825765,106.1,0.025,1468600000000.0,A,D,B,Hol
5664,2014-04-01,ADBHol,211.6263644,106.1,0.025,1468600000000.0,A,D,B,Hol
5665,2014-05-01,ADBHol,77.5771857,106.1,0.025,1468600000000.0,A,D,B,Hol
5666,2014-06-01,ADBHol,32.5464389,106.1,0.025,1468600000000.0,A,D,B,Hol
5667,2014-07-01,ADBHol,111.2552633,106.1,0.025,1468600000000.0,A,D,B,Hol
5668,2014-08-01,ADBHol,47.3922881,106.1,0.025,1468600000000.0,A,D,B,Hol
5669,2014-09-01,ADBHol,41.7553357,106.1,0.025,1468600000000.0,A,D,B,Hol
5670,2014-10-01,ADBHol,140.1376552,106.1,0.025,1468600000000.0,A,D,B,Hol
5671,2014-11-01,ADBHol,75.7852222,106.1,0.025,1468600000000.0,A,D,B,Hol
5672,2014-12-01,ADBHol,44.7556507,106.1,0.025,1468600000000.0,A,D,B,Hol
5673,2015-01-01,ADBHol,187.530847,107.7,0.015,1351770000000.0,A,D,B,Hol
5674,2015-02-01,ADBHol,71.7472369,107.7,0.015,1351770000000.0,A,D,B,Hol
5675,2015-03-01,ADBHol,36.8458419,107.7,0.015,1351770000000.0,A,D,B,Hol
5676,2015-04-01,ADBHol,97.3145526,107.7,0.015,1351770000000.0,A,D,B,Hol
5677,2015-05-01,ADBHol,42.8261453,107.7,0.015,1351770000000.0,A,D,B,Hol
5678,2015-06-01,ADBHol,73.5853198,107.7,0.015,1351770000000.0,A,D,B,Hol
5679,2015-07-01,ADBHol,96.164346,107.7,0.015,1351770000000.0,A,D,B,Hol
5680,2015-08-01,ADBHol,60.2299134,107.7,0.015,1351770000000.0,A,D,B,Hol
5681,2015-09-01,ADBHol,73.0975376,107.7,0.015,1351770000000.0,A,D,B,Hol
5682,2015-10-01,ADBHol,111.7093556,107.7,0.015,1351770000000.0,A,D,B,Hol
5683,2015-11-01,ADBHol,84.7873095,107.7,0.015,1351770000000.0,A,D,B,Hol
5684,2015-12-01,ADBHol,73.630362,107.7,0.015,1351770000000.0,A,D,B,Hol
5685,2016-01-01,ADBHol,153.7849421,109.1,0.013,1207580000000.0,A,D,B,Hol
5686,2016-02-01,ADBHol,45.0968642,109.1,0.013,1207580000000.0,A,D,B,Hol
5687,2016-03-01,ADBHol,77.3201129,109.1,0.013,1207580000000.0,A,D,B,Hol
5688,2016-04-01,ADBHol,124.2741761,109.1,0.013,1207580000000.0,A,D,B,Hol
5689,2016-05-01,ADBHol,78.5542799,109.1,0.013,1207580000000.0,A,D,B,Hol
5690,2016-06-01,ADBHol,76.1864331,109.1,0.013,1207580000000.0,A,D,B,Hol
5691,2016-07-01,ADBHol,47.1334053,109.1,0.013,1207580000000.0,A,D,B,Hol
5692,2016-08-01,ADBHol,77.6591677,109.1,0.013,1207580000000.0,A,D,B,Hol
5693,2016-09-01,ADBHol,48.4754411,109.1,0.013,1207580000000.0,A,D,B,Hol
5694,2016-10-01,ADBHol,118.8479201,109.1,0.013,1207580000000.0,A,D,B,Hol
5695,2016-11-01,ADBHol,116.0554596,109.1,0.013,1207580000000.0,A,D,B,Hol
5696,2016-12-01,ADBHol,33.6172111,109.1,0.013,1207580000000.0,A,D,B,Hol
5697,1998-01-01,ADBVis,111.36407,67.4,0.009,399674000000.0,A,D,B,Vis
5698,1998-02-01,ADBVis,82.6478005,67.4,0.009,399674000000.0,A,D,B,Vis
5699,1998-03-01,ADBVis,82.6315163,67.4,0.009,399674000000.0,A,D,B,Vis
5700,1998-04-01,ADBVis,42.2291865,67.4,0.009,399674000000.0,A,D,B,Vis
5701,1998-05-01,ADBVis,161.8083296,67.4,0.009,399674000000.0,A,D,B,Vis
5702,1998-06-01,ADBVis,66.1667099,67.4,0.009,399674000000.0,A,D,B,Vis
5703,1998-07-01,ADBVis,45.7612894,67.4,0.009,399674000000.0,A,D,B,Vis
5704,1998-08-01,ADBVis,62.7632971,67.4,0.009,399674000000.0,A,D,B,Vis
5705,1998-09-01,ADBVis,30.8870031,67.4,0.009,399674000000.0,A,D,B,Vis
5706,1998-10-01,ADBVis,87.5747014,67.4,0.009,399674000000.0,A,D,B,Vis
5707,1998-11-01,ADBVis,40.3644463,67.4,0.009,399674000000.0,A,D,B,Vis
5708,1998-12-01,ADBVis,94.9588198,67.4,0.009,399674000000.0,A,D,B,Vis
5709,1999-01-01,ADBVis,173.4655971,68.4,0.015,389652000000.0,A,D,B,Vis
5710,1999-02-01,ADBVis,11.4624957,68.4,0.015,389652000000.0,A,D,B,Vis
5711,1999-03-01,ADBVis,130.1997316,68.4,0.015,389652000000.0,A,D,B,Vis
5712,1999-04-01,ADBVis,58.9490537,68.4,0.015,389652000000.0,A,D,B,Vis
5713,1999-05-01,ADBVis,25.5174611,68.4,0.015,389652000000.0,A,D,B,Vis
5714,1999-06-01,ADBVis,51.770528,68.4,0.015,389652000000.0,A,D,B,Vis
5715,1999-07-01,ADBVis,67.504152,68.4,0.015,389652000000.0,A,D,B,Vis
5716,1999-08-01,ADBVis,27.9167204,68.4,0.015,389652000000.0,A,D,B,Vis
5717,1999-09-01,ADBVis,59.1348065,68.4,0.015,389652000000.0,A,D,B,Vis
5718,1999-10-01,ADBVis,52.7324051,68.4,0.015,389652000000.0,A,D,B,Vis
5719,1999-11-01,ADBVis,74.6126817,68.4,0.015,389652000000.0,A,D,B,Vis
5720,1999-12-01,ADBVis,75.2720754,68.4,0.015,389652000000.0,A,D,B,Vis
5721,2000-01-01,ADBVis,73.4336931,71.5,0.045,416168000000.0,A,D,B,Vis
5722,2000-02-01,ADBVis,35.9516864,71.5,0.045,416168000000.0,A,D,B,Vis
5723,2000-03-01,ADBVis,52.7525549,71.5,0.045,416168000000.0,A,D,B,Vis
5724,2000-04-01,ADBVis,75.3874027,71.5,0.045,416168000000.0,A,D,B,Vis
5725,2000-05-01,ADBVis,52.4306013,71.5,0.045,416168000000.0,A,D,B,Vis
5726,2000-06-01,ADBVis,65.4168179,71.5,0.045,416168000000.0,A,D,B,Vis
5727,2000-07-01,ADBVis,64.7648851,71.5,0.045,416168000000.0,A,D,B,Vis
5728,2000-08-01,ADBVis,44.7586307,71.5,0.045,416168000000.0,A,D,B,Vis
5729,2000-09-01,ADBVis,81.903606,71.5,0.045,416168000000.0,A,D,B,Vis
5730,2000-10-01,ADBVis,34.5119704,71.5,0.045,416168000000.0,A,D,B,Vis
5731,2000-11-01,ADBVis,107.1118152,71.5,0.045,416168000000.0,A,D,B,Vis
5732,2000-12-01,ADBVis,78.5483987,71.5,0.045,416168000000.0,A,D,B,Vis
5733,2001-01-01,ADBVis,100.3882362,74.6,0.044,379629000000.0,A,D,B,Vis
5734,2001-02-01,ADBVis,33.4817653,74.6,0.044,379629000000.0,A,D,B,Vis
5735,2001-03-01,ADBVis,45.5178735,74.6,0.044,379629000000.0,A,D,B,Vis
5736,2001-04-01,ADBVis,105.6677068,74.6,0.044,379629000000.0,A,D,B,Vis
5737,2001-05-01,ADBVis,61.6374926,74.6,0.044,379629000000.0,A,D,B,Vis
5738,2001-06-01,ADBVis,79.6036034,74.6,0.044,379629000000.0,A,D,B,Vis
5739,2001-07-01,ADBVis,91.3064757,74.6,0.044,379629000000.0,A,D,B,Vis
5740,2001-08-01,ADBVis,27.0175477,74.6,0.044,379629000000.0,A,D,B,Vis
5741,2001-09-01,ADBVis,69.1424813,74.6,0.044,379629000000.0,A,D,B,Vis
5742,2001-10-01,ADBVis,82.0728232,74.6,0.044,379629000000.0,A,D,B,Vis
5743,2001-11-01,ADBVis,69.0836084,74.6,0.044,379629000000.0,A,D,B,Vis
5744,2001-12-01,ADBVis,70.5268821,74.6,0.044,379629000000.0,A,D,B,Vis
5745,2002-01-01,ADBVis,74.4413691,76.9,0.03,395789000000.0,A,D,B,Vis
5746,2002-02-01,ADBVis,30.2421216,76.9,0.03,395789000000.0,A,D,B,Vis
5747,2002-03-01,ADBVis,19.6838868,76.9,0.03,395789000000.0,A,D,B,Vis
5748,2002-04-01,ADBVis,68.0010865,76.9,0.03,395789000000.0,A,D,B,Vis
5749,2002-05-01,ADBVis,77.8994521,76.9,0.03,395789000000.0,A,D,B,Vis
5750,2002-06-01,ADBVis,56.5298351,76.9,0.03,395789000000.0,A,D,B,Vis
5751,2002-07-01,ADBVis,83.3842997,76.9,0.03,395789000000.0,A,D,B,Vis
5752,2002-08-01,ADBVis,149.6904938,76.9,0.03,395789000000.0,A,D,B,Vis
5753,2002-09-01,ADBVis,72.9122537,76.9,0.03,395789000000.0,A,D,B,Vis
5754,2002-10-01,ADBVis,123.1235363,76.9,0.03,395789000000.0,A,D,B,Vis
5755,2002-11-01,ADBVis,40.679798,76.9,0.03,395789000000.0,A,D,B,Vis
5756,2002-12-01,ADBVis,116.3382693,76.9,0.03,395789000000.0,A,D,B,Vis
5757,2003-01-01,ADBVis,59.8675325,78.9,0.027,467739000000.0,A,D,B,Vis
5758,2003-02-01,ADBVis,14.8145943,78.9,0.027,467739000000.0,A,D,B,Vis
5759,2003-03-01,ADBVis,64.4272338,78.9,0.027,467739000000.0,A,D,B,Vis
5760,2003-04-01,ADBVis,113.9071088,78.9,0.027,467739000000.0,A,D,B,Vis
5761,2003-05-01,ADBVis,45.1605567,78.9,0.027,467739000000.0,A,D,B,Vis
5762,2003-06-01,ADBVis,58.0253586,78.9,0.027,467739000000.0,A,D,B,Vis
5763,2003-07-01,ADBVis,68.9219551,78.9,0.027,467739000000.0,A,D,B,Vis
5764,2003-08-01,ADBVis,41.4997023,78.9,0.027,467739000000.0,A,D,B,Vis
5765,2003-09-01,ADBVis,74.5886571,78.9,0.027,467739000000.0,A,D,B,Vis
5766,2003-10-01,ADBVis,118.6493977,78.9,0.027,467739000000.0,A,D,B,Vis
5767,2003-11-01,ADBVis,53.0326759,78.9,0.027,467739000000.0,A,D,B,Vis
5768,2003-12-01,ADBVis,53.2909439,78.9,0.027,467739000000.0,A,D,B,Vis
5769,2004-01-01,ADBVis,105.5535418,80.8,0.023,614660000000.0,A,D,B,Vis
5770,2004-02-01,ADBVis,23.2036816,80.8,0.023,614660000000.0,A,D,B,Vis
5771,2004-03-01,ADBVis,22.8390171,80.8,0.023,614660000000.0,A,D,B,Vis
5772,2004-04-01,ADBVis,93.1287725,80.8,0.023,614660000000.0,A,D,B,Vis
5773,2004-05-01,ADBVis,96.3317938,80.8,0.023,614660000000.0,A,D,B,Vis
5774,2004-06-01,ADBVis,66.7296149,80.8,0.023,614660000000.0,A,D,B,Vis
5775,2004-07-01,ADBVis,107.9493108,80.8,0.023,614660000000.0,A,D,B,Vis
5776,2004-08-01,ADBVis,73.2656119,80.8,0.023,614660000000.0,A,D,B,Vis
5777,2004-09-01,ADBVis,56.5465357,80.8,0.023,614660000000.0,A,D,B,Vis
